NOMOD,MINOR,MAJOR
22582199,22598840,22579152
22582232,22598878,22579185
22582233,22598997,22579260
22582238,22599059,22579281
22582247,22599087,22579340
22582259,22599170,22579405
22582274,22599238,22579427
22582274,22599277,22579438
22582286,22599369,22579447
22582295,22599390,22579468
22582310,22599434,22579510
22582345,22599459,22579518
22582347,22599515,22579558
22582354,22599566,22579560
22582402,22599586,22579599
22582402,22599655,22579599
22582411,22599688,22579605
22582426,22599722,22579680
22582429,22599777,22579685
22582432,22599809,22579695
22582450,22599843,22579713
22582456,22599863,22579736
22582465,22599914,22579747
22582474,22599950,22579769
22582500,22599998,22579784
22582507,22600045,22579803
22582519,22600058,22579805
22582521,22600089,22579805
22582527,22600221,22579811
22582539,22600256,22579861
22582554,22600293,22579867
22582554,22600301,22579870
22582557,22600315,22579924
22582572,22600319,22579924
22582596,22600363,22579947
22582599,22600382,22579966
22582599,22600430,22579971
22582631,22600493,22579975
22582640,22600613,22579981
22582649,22600702,22579983
22582650,22600736,22579995
22582655,22600806,22580040
22582661,22600811,22580064
22582685,22600834,22580129
22582688,22600965,22580210
22582712,22601081,22580227
22582741,22601299,22580234
22582750,22601350,22580245
22582757,22601383,22580260
22582795,22601414,22580265
22582807,22601415,22580274
22582813,22601416,22580275
22582813,22601433,22580290
22582822,22601442,22580293
22582879,22601460,22580302
22582912,22601555,22580308
22582914,22601615,22580332
22582927,22601664,22580356
22582930,22601777,22580356
22582935,22601782,22580460
22582951,22601870,22580463
22582980,22601893,22580475
22582986,22602008,22580537
22582998,22602009,22580606
22583016,22602143,22580609
22583049,22602228,22580618
22583054,22602262,22580639
22583069,22602297,22580683
22583081,22602303,22580693
22583090,22602308,22580695
22583117,22602367,22580725
22583120,22602413,22580728
22583132,22602506,22580793
22583135,22602633,22580806
22583144,22602859,22580847
22583147,22602953,22580904
22583171,22603027,22580913
22583197,22603146,22580919
22583209,22603152,22580922
22583218,22603164,22580984
22583227,22603200,22580988
22583230,22603215,22581014
22583257,22603256,22581067
22583269,22603275,22581125
22583322,22603486,22581142
22583328,22603502,22581187
22583334,22603516,22581202
22583340,22603536,22581211
22583361,22603554,22581217
22583379,22603605,22581294
22583412,22603654,22581320
22583453,22603777,22581327
22583454,22603783,22581342
22583472,22603810,22581342
22583480,22603971,22581363
22583504,22603974,22581366
22583507,22604008,22581372
22583513,22604050,22581380
22583534,22604054,22581386
22583537,22604061,22581401
22583546,22604078,22581422
22583591,22604168,22581430
22583594,22604194,22581431
22583606,22604198,22581487
22583610,22604216,22581506
22583656,22604281,22581517
22583665,22604284,22581526
22583680,22604385,22581535
22583698,22604409,22581538
22583736,22604508,22581586
22583745,22604580,22581623
22583773,22604629,22581631
22583808,22604736,22581657
22583829,22604796,22581672
22583832,22604820,22581684
22583844,22604835,22581705
22583870,22604954,22581717
22583874,22605039,22581753
22583897,22605075,22581773
22583912,22605076,22581783
22583925,22605096,22581789
22583957,22605176,22581807
22584014,22605383,22581843
22584043,22605404,22581846
22584043,22605432,22581881
22584067,22605454,22581908
22584070,22605469,22581950
22584085,22605473,22581964
22584097,22605491,22581976
22584106,22605532,22581997
22584139,22605556,22582056
22584142,22605558,22582068
22584190,22605591,22582116
22584198,22605594,22582122
22584240,22605636,22582129
22584243,22605644,22582167
22584249,22605651,22582188
22584365,22605723,22582262
22584371,22605791,22582274
22584374,22605916,22582283
22584383,22605934,22582292
22584434,22606038,22582319
22584438,22606102,22582324
22584451,22606173,22582330
22584481,22606182,22582358
22584481,22606188,22582381
22584490,22606295,22582411
22584490,22606318,22582413
22584502,22606387,22582429
22584532,22606402,22582456
22584556,22606402,22582497
22584576,22606411,22582599
22584582,22606441,22582605
22584624,22606472,22582607
22584630,22606503,22582617
22584687,22606610,22582619
22584687,22606622,22582694
22584687,22606661,22582712
22584687,22606688,22582745
22584693,22606711,22582789
22584749,22606726,22582816
22584758,22606732,22582834
22584761,22606765,22582840
22584776,22606778,22582840
22584782,22606810,22582846
22584797,22606896,22582867
22584806,22606904,22582869
22584812,22607099,22582869
22584866,22607129,22582891
22584869,22607138,22582903
22584908,22607423,22582921
22584934,22607427,22582932
22584961,22607472,22582956
22584970,22607513,22582956
22584987,22607534,22583060
22584997,22607560,22583063
22585020,22607569,22583075
22585021,22607584,22583093
22585038,22607596,22583099
22585044,22607626,22583099
22585051,22607694,22583183
22585053,22607760,22583224
22585109,22607826,22583224
22585118,22607885,22583236
22585125,22607967,22583257
22585149,22608150,22583263
22585214,22608174,22583264
22585247,22608177,22583286
22585256,22608182,22583349
22585309,22608195,22583370
22585310,22608216,22583418
22585315,22608218,22583424
22585333,22608252,22583453
22585336,22608290,22583454
22585342,22608305,22583457
22585357,22608308,22583531
22585363,22608442,22583555
22585389,22608442,22583566
22585393,22608576,22583591
22585407,22608639,22583618
22585455,22608654,22583628
22585479,22608697,22583644
22585501,22608779,22583644
22585533,22608865,22583650
22585544,22608883,22583653
22585551,22608992,22583658
22585574,22609020,22583665
22585574,22609094,22583669
22585590,22609124,22583695
22585603,22609169,22583707
22585616,22609215,22583733
22585626,22609221,22583754
22585637,22609273,22583760
22585664,22609293,22583772
22585679,22609315,22583793
22585688,22609315,22583808
22585714,22609315,22583820
22585717,22609321,22583847
22585777,22609335,22583851
22585795,22609345,22583851
22585842,22609377,22583853
22585842,22609401,22583861
22585860,22609419,22583900
22585861,22609419,22583907
22585866,22609428,22584035
22585885,22609484,22584059
22585911,22609518,22584082
22585920,22609533,22584157
22585938,22609538,22584201
22585941,22609580,22584207
22586018,22609646,22584228
22586021,22609664,22584231
22586024,22609669,22584236
22586030,22609670,22584255
22586048,22609761,22584323
22586069,22609773,22584335
22586084,22609851,22584358
22586093,22609866,22584386
22586099,22609940,22584427
22586137,22610000,22584467
22586168,22610025,22584469
22586188,22610027,22584475
22586203,22610113,22584505
22586221,22610149,22584531
22586230,22610155,22584540
22586254,22610155,22584597
22586295,22610208,22584604
22586313,22610319,22584663
22586337,22610324,22584702
22586352,22610340,22584742
22586405,22610414,22584779
22586412,22610420,22584797
22586426,22610468,22584845
22586471,22610480,22584866
22586492,22610516,22584884
22586495,22610544,22584920
22586507,22610688,22584940
22586531,22610730,22584949
22586573,22610800,22584965
22586593,22610853,22584988
22586641,22610868,22585013
22586730,22610917,22585017
22586784,22610920,22585036
22586808,22610954,22585086
22586861,22610995,22585154
22586888,22611042,22585172
22586888,22611117,22585202
22586900,22611171,22585226
22586945,22611174,22585256
22586954,22611197,22585263
22586959,22611275,22585276
22586975,22611311,22585302
22586980,22611361,22585317
22586986,22611376,22585384
22587081,22611397,22585518
22587129,22611507,22585557
22587162,22611510,22585634
22587183,22611519,22585652
22587192,22611531,22585704
22587207,22611555,22585747
22587210,22611576,22585827
22587210,22611594,22585855
22587248,22611599,22585862
22587296,22611638,22585920
22587314,22611644,22585932
22587322,22611662,22585935
22587329,22611677,22585956
22587353,22611737,22585994
22587406,22611748,22586159
22587410,22611749,22586191
22587410,22611808,22586207
22587522,22611859,22586224
22587558,22611900,22586224
22587558,22611903,22586250
22587579,22611922,22586283
22587615,22611948,22586337
22587645,22611966,22586410
22587734,22611972,22586459
22587736,22612118,22586489
22587740,22612118,22586539
22587743,22612118,22586596
22587829,22612139,22586648
22587841,22612175,22586676
22587883,22612325,22586766
22587924,22612368,22586888
22587928,22612374,22586891
22587934,22612394,22586898
22587954,22612502,22586900
22587966,22612508,22586947
22587993,22612520,22586974
22587999,22612586,22586999
22588053,22612601,22587084
22588055,22612618,22587198
22588073,22612630,22587221
22588077,22612675,22587233
22588087,22612731,22587252
22588113,22612743,22587282
22588157,22612803,22587285
22588160,22612803,22587326
22588178,22612821,22587329
22588220,22612849,22587332
22588237,22612896,22587371
22588249,22612946,22587443
22588291,22612968,22587471
22588351,22613091,22587492
22588404,22613170,22587508
22588407,22613229,22587521
22588416,22613509,22587527
22588452,22613521,22587561
22588493,22613556,22587576
22588500,22613655,22587619
22588509,22613720,22587649
22588551,22613792,22587731
22588563,22613798,22587767
22588618,22613839,22587776
22588678,22614006,22587788
22588687,22614167,22587827
22588699,22614200,22587829
22588702,22614205,22587856
22588705,22614365,22587938
22588720,22614367,22587978
22588753,22614376,22588035
22588794,22614405,22588073
22588804,22614486,22588088
22588815,22614685,22588124
22588833,22614721,22588151
22588943,22614826,22588279
22588976,22614897,22588300
22588994,22614915,22588305
22589009,22614954,22588314
22589080,22614969,22588342
22589092,22615013,22588342
22589102,22615040,22588362
22589119,22615046,22588390
22589182,22615076,22588407
22589206,22615204,22588422
22589221,22615228,22588438
22589224,22615236,22588449
22589330,22615236,22588452
22589334,22615263,22588492
22589348,22615398,22588512
22589381,22615462,22588515
22589438,22615466,22588589
22589464,22615496,22588589
22589474,22615566,22588724
22589475,22615570,22588799
22589503,22615606,22588815
22589510,22615639,22588815
22589517,22615671,22588833
22589519,22615737,22588887
22589629,22615880,22588923
22589643,22615961,22588969
22589664,22616028,22589048
22589724,22616092,22589076
22589831,22616112,22589077
22589912,22616115,22589192
22589927,22616148,22589203
22589932,22616232,22589214
22589982,22616249,22589217
22589995,22616250,22589262
22590010,22616283,22589299
22590087,22616288,22589402
22590114,22616374,22589468
22590126,22616461,22589512
22590260,22616472,22589580
22590282,22616700,22589598
22590306,22616778,22589694
22590343,22616816,22589704
22590348,22616869,22589715
22590352,22617054,22589766
22590403,22617092,22589772
22590450,22617104,22589783
22590513,22617155,22589823
22590524,22617178,22589825
22590544,22617215,22589879
22590560,22617292,22589932
22590570,22617301,22589977
22590576,22617319,22590022
22590585,22617346,22590031
22590647,22617393,22590084
22590667,22617521,22590114
22590674,22617611,22590215
22590687,22617637,22590257
22590728,22617647,22590275
22590805,22617754,22590299
22590811,22617757,22590441
22590850,22617802,22590476
22590850,22617807,22590483
22590942,22617902,22590487
22590960,22617965,22590524
22590964,22617974,22590534
22590973,22618040,22590602
22590977,22618084,22590668
22591014,22618172,22590689
22591121,22618302,22590777
22591141,22618361,22590827
22591157,22618397,22590833
22591167,22618450,22590883
22591174,22618516,22590993
22591183,22618600,22591040
22591205,22618620,22591092
22591225,22618690,22591145
22591238,22618808,22591193
22591252,22618814,22591199
22591305,22618835,22591279
22591320,22618853,22591312
22591449,22618960,22591332
22591490,22618966,22591356
22591517,22619112,22591387
22591577,22619154,22591407
22591639,22619201,22591479
22591669,22619219,22591571
22591672,22619291,22591594
22591675,22619303,22591610
22591690,22619335,22591648
22591716,22619335,22591651
22591733,22619353,22591658
22591749,22619371,22591689
22591833,22619389,22591720
22591863,22619427,22591764
22591888,22619454,22591771
22591904,22619502,22591785
22591944,22619511,22591800
22591958,22619571,22591831
22591995,22619621,22591851
22591995,22619633,22591913
22592036,22619669,22591915
22592038,22619669,22591918
22592043,22619756,22591922
22592050,22619779,22591928
22592152,22619907,22591934
22592193,22620086,22591999
22592202,22620195,22592015
22592298,22620214,22592059
22592351,22620222,22592070
22592362,22620268,22592080
22592362,22620274,22592083
22592419,22620315,22592103
22592433,22620331,22592132
22592441,22620331,22592262
22592445,22620372,22592320
22592510,22620384,22592354
22592515,22620425,22592357
22592644,22620464,22592363
22592662,22620655,22592404
22592693,22620715,22592417
22592747,22620819,22592420
22592780,22620966,22592463
22592967,22620968,22592520
22593046,22621024,22592547
22593158,22621063,22592583
22593176,22621087,22592583
22593203,22621099,22592593
22593267,22621212,22592651
22593279,22621300,22592688
22593292,22621312,22592723
22593336,22621324,22592832
22593341,22621397,22592889
22593396,22621477,22592893
22593404,22621524,22592952
22593443,22621545,22592977
22593548,22621596,22592989
22593614,22621674,22593041
22593635,22621736,22593048
22593638,22621736,22593137
22593709,22621757,22593237
22593728,22621785,22593259
22593829,22621819,22593419
22593852,22621903,22593596
22593870,22622092,22593629
22593924,22622101,22593730
22594031,22622103,22593741
22594066,22622174,22593751
22594106,22622210,22593920
22594170,22622301,22593936
22594254,22622319,22593969
22594257,22622333,22593984
22594281,22622365,22594049
22594314,22622368,22594059
22594320,22622437,22594064
22594417,22622440,22594073
22594472,22622454,22594105
