0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){2020},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2018},0-BINSEARCH[56](2020){2019},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1920},0-BINSEARCH[57](1900){1856},0-BINSEARCH[57](1900){1888},0-BINSEARCH[57](1900){1904},0-BINSEARCH[57](1900){1896},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048}
12649320,12646136,12673644,12674444,12673562,12674020,,12675093,12670733,,12649854,12645285,12669522,12678106,,12675093,12677007,12679496,,,12645543,12674738,,12673859,12649164,12644692,,,12649522,12645244,,12675566,12669223,,,12669831,12669261,12640951,12635865,12807550
12649328,12646136,12673672,12674628,12673838,12674150,,12675139,12670792,,12649862,12645290,12669560,12678180,,12675203,12677186,,,,12645543,12674761,,12673956,12649164,12644697,,,12649558,12645257,,12675640,12669223,,,12670092,12669425,12640956,12635865,12808409
12649338,12646141,12673680,12674656,12673925,12674183,,12675144,12671165,,12649862,12645298,12669611,12678259,,12675249,12677498,,,,12645566,12674776,,12673979,12649172,12644723,,,12649558,12645257,,12675752,12669356,,,12670291,12669517,12640956,12635865,12812789
12649343,12646164,12674181,12674664,12673951,12674186,,12675262,12671229,,12649867,12645308,12669683,12678290,,12675267,12678262,,,,12645571,12674786,,12673994,12649177,12644725,,,12649568,12645262,,12676082,12669422,,,12670347,12669946,12640961,12635868,12813318
12649356,12646172,12674633,12674891,12674357,12674196,,12675456,12671372,,12649880,12645308,12669931,12678645,,12675392,12678735,,,,12645599,12674922,,12674163,12649180,12644733,,,12649571,12645262,,12676095,12669453,,,12670378,12670805,12640966,12635870,12813456
12649366,12646172,12674717,12674904,12674569,12674196,,12675466,12671400,,12649885,12645313,12670092,12679082,,12675530,,,,,12645602,12674955,,12674342,12649182,12644738,,,12649591,12645262,,12676251,12669466,,,12670521,12671035,12640966,12635873,12814895
12649374,12646182,12674965,12674993,12674615,12674536,,12675512,12671510,,12649885,12645321,12670097,12679151,,12675609,,,,,12645602,12675088,,12674454,12649182,12644738,,,12649594,12645267,,12676340,12669504,,,12670580,12671265,12640971,12635873,12817463
12649374,12646182,12675287,12675267,12674646,12674620,,12675622,12671551,,12649890,12645321,12670161,12679471,,12675931,,,,,12645602,12675139,,12674500,12649185,12644738,,,12649599,12645270,,12676575,12669655,,,12670636,12671472,12640971,12635878,12818033
12649392,12646182,12675328,12675315,12674692,12674720,,12675727,12671676,,12649895,12645323,12670304,,,12675967,,,,,12645607,12675277,,12674533,12649213,12644743,,,12649604,12645285,,12676616,12669693,,,12670649,12672136,12640974,12635878,12818462
12649402,12646190,12675346,12675351,12674817,12674730,,12675796,12671799,,12649898,12645339,12670406,,,12676404,,,,,12645612,12675461,,12674569,12649218,12644748,,,12649614,12645293,,12676644,12669762,,,12670685,12672154,12640974,12635878,12819009
12649417,12646195,12675837,12675364,12675075,12674758,,12675985,12671809,,12649916,12645341,12670465,,,12676713,,,,,12645617,12675719,,12674579,12649228,12644751,,,12649614,12645295,,12676851,12669780,,,12670981,12672348,12640979,12635878,
12649425,12646197,12676409,12675382,12675400,12675080,,12676000,12671850,,12649936,12645354,12670718,,,12676795,,,,,12645630,12675959,,12674620,12649231,12644751,,,12649622,12645295,,12677079,12669813,,,12671078,12672573,12640979,12635891,
12649435,12646200,12676869,12675471,12675653,12675203,,12676013,12671865,,12649936,12645354,12670976,,,12676915,,,,,12645635,12675985,,12674840,12649241,12644756,,,12649622,12645300,,12677214,12670074,,,12671244,12672599,12640984,12635896,
12649440,12646200,12676905,12675476,12675686,12675392,,12676151,12671883,,12649941,12645362,12671270,,,12677140,,,,,12645635,12676087,,12675029,12649251,12644766,,,12649622,12645303,,12677388,12670299,,,12671380,12672719,12640984,12635896,
12649448,12646205,,12675512,12675903,12675548,,12676207,12671914,,12649944,12645392,12671651,,,12677232,,,,,12645648,12676386,,12675152,12649269,12644771,,,12649642,12645308,,12677592,12670319,,,12671482,12672724,12640984,12635896,
12649448,12646205,,12675650,12675959,12675571,,12676210,12671952,,12649959,12645400,12671653,,,12677362,,,,,12645653,12676534,,12675203,12649274,12644779,,,12649645,12645308,,12677651,12670452,,,12671648,12673105,12640989,12635901,
12649453,12646210,,12675760,12676179,12676174,,12676261,12672098,,12649967,12645405,12671689,,,12677531,,,,,12645653,12676606,,12675300,12649277,12644784,,,12649645,12645336,,12677692,12670534,,,12671699,12673133,12640994,12635901,
12649453,12646210,,12675778,12676307,12676248,,12676266,12672172,,12649977,12645405,12671809,,,12677669,,,,,12645668,12676644,,12675415,12649300,12644792,,,12649655,12645336,,12678091,12670976,,,12671832,12673166,12640994,12635901,
12649458,12646213,,12675793,12677163,12676248,,12676289,12672535,,12649982,12645408,12671822,,,12677991,,,,,12645681,12676759,,12675507,12649310,12644807,,,12649660,12645339,,12678221,12671022,,,12672003,12673445,12640994,12635901,
12649461,12646218,,12675921,12677191,12676910,,12676307,12672660,,12649985,12645413,12671845,,,12678029,,,,,12645681,12677388,,12675599,12649315,12644815,,,12649668,12645346,,12678257,12671055,,,12672126,12673552,12640994,12635906,
12649466,12646218,,12675934,,12676992,,12676394,12672862,,12649987,12645418,12671929,,,12678543,,,,,12645686,12677439,,12675658,12649328,12644830,,,12649668,12645377,,12678272,12671101,,,12672208,12673823,12640997,12635909,
12649466,12646228,,12676115,,12677058,,12676496,12673271,,12649995,12645418,12672992,,,12678630,,,,,12645694,12677549,,12675806,12649333,12644838,,,12649673,12645377,,12678382,12671165,,,12672259,12673897,12640999,12635909,
12649471,12646228,,12676141,,,,12676593,12673654,,12650018,12645423,12673248,,,12678814,,,,,12645699,12677756,,12675814,12649346,12644843,,,12649673,12645377,,12678515,12671178,,,12672816,12674063,12641002,12635909,
12649471,12646228,,12676478,,,,12676657,12673703,,12650041,12645433,12673437,,,12679371,,,,,12645704,12677802,,12675867,12649361,12644843,,,12649688,12645392,,12678520,12671459,,,12673171,12674086,12641007,12635914,
12649481,12646228,,12676496,,,,12676749,12673810,,12650041,12645438,12673488,,,12679389,,,,,12645722,12678004,,12676115,12649366,12644861,,,12649691,12645408,,12678834,12671868,,,12673197,12674132,12641012,12635919,
12649481,12646238,,12676652,,,,12677168,12674441,,12650046,12645441,12673511,,,12679542,,,,,12645730,12678070,,12676299,12649389,12644861,,,12649696,12645408,,12679279,12672259,,,12673271,12674449,12641012,12635919,
12649494,12646238,,12677025,,,,12677324,12674730,,12650046,12645446,12673534,,,12679550,,,,,12645750,12678221,,12676307,12649392,12644866,,,12649701,12645418,,12679601,12672591,,,12673391,12674779,12641012,12635924,
12649499,12646238,,12677130,,,,,12674919,,12650056,12645446,12673598,,,,,,,,12645763,12678520,,12676381,12649394,12644876,,,12649701,12645438,,12679698,12672926,,,12673414,12674855,12641015,12635924,
12649512,12646241,,12677393,,,,,12674919,,12650056,12645446,12673820,,,,,,,,12645763,12678553,,12676455,12649397,12644884,,,12649706,12645438,,12679757,12673483,,,12673644,12674863,12641017,12635924,
12649517,12646246,,12677434,,,,,12675060,,12650056,12645469,12673823,,,,,,,,12645768,12678625,,12676813,12649415,12644889,,,12649706,12645441,,12679877,12673585,,,12673685,12674991,12641017,12635924,
12649525,12646246,,,,,,,12675121,,12650064,12645469,12675239,,,,,,,,12645791,12678873,,12676882,12649415,12644889,,,12649716,12645446,,12680667,12673800,,,12673823,12675011,12641020,12635929,
12649535,12646251,,,,,,,12675323,,12650069,12645474,12675668,,,,,,,,12645796,12679455,,12677089,12649420,12644894,,,12649729,12645454,,12680797,12673838,,,12674017,12675093,12641022,12635929,
12649540,12646259,,,,,,,12675489,,12650079,12645474,12675839,,,,,,,,12645799,12679458,,12677355,12649425,12644904,,,12649732,12645459,,12681725,12673976,,,12674150,12675553,12641025,12635929,
12649550,12646261,,,,,,,12676432,,12650079,12645474,12676325,,,,,,,,12645806,12679568,,12678400,12649435,12644907,,,12649734,12645469,,,12674679,,,12674541,12675686,12641030,12635934,
12649553,12646269,,,,,,,12677245,,12650079,12645487,12676777,,,,,,,,12645809,,,12678898,12649438,12644917,,,12649737,12645469,,,12675083,,,12675126,12675765,12641030,12635942,
12649553,12646274,,,,,,,,,12650082,12645492,12676994,,,,,,,,12645814,,,12679233,12649448,12644922,,,12649742,12645474,,,12675208,,,12675231,12676128,12641035,12635947,
12649591,12646279,,,,,,,,,12650082,12645502,12677927,,,,,,,,12645837,,,12679264,12649453,12644925,,,12649747,12645477,,,12675300,,,12675282,12676511,12641035,12635947,
12649594,12646284,,,,,,,,,12650087,12645505,12678492,,,,,,,,12645842,,,12679348,12649471,12644935,,,12649752,12645479,,,12675346,,,12675944,12676992,12641035,12635952,
12649604,12646297,,,,,,,,,12650087,12645505,12679197,,,,,,,,12645847,,,12679376,12649471,12644940,,,12649757,12645487,,,12676013,,,12676054,12677485,12641040,12635952,
12649609,12646297,,,,,,,,,12650087,12645510,,,,,,,,,12645852,,,,12649484,12644940,,,12649760,12645502,,,12676064,,,12676570,12677485,12641040,12635952,
12649632,12646307,,,,,,,,,12650092,12645510,,,,,,,,,12645860,,,,12649484,12644945,,,12649765,12645528,,,12676391,,,12676833,12677513,12641040,12635957,
12649642,12646307,,,,,,,,,12650097,12645515,,,,,,,,,12645860,,,,12649489,12644955,,,12649765,12645533,,,12676836,,,12677245,12677577,12641040,12635962,
12649645,12646310,,,,,,,,,12650097,12645515,,,,,,,,,12645865,,,,12649489,12644955,,,12649775,12645538,,,12678870,,,12677424,12679762,12641043,12635970,
12649663,12646315,,,,,,,,,12650100,12645515,,,,,,,,,12645873,,,,12649494,12644958,,,12649775,12645543,,,12678962,,,12678313,12680536,12641043,12635980,
12649665,12646333,,,,,,,,,12650115,12645520,,,,,,,,,12645873,,,,12649494,12644958,,,12649783,12645543,,,12679739,,,12680406,12681418,12641045,12635980,
12649665,12646333,,,,,,,,,12650115,12645520,,,,,,,,,12645878,,,,12649509,12644963,,,12649793,12645543,,,12680976,,,12680728,12681620,12641045,12635985,
12649678,12646335,,,,,,,,,12650120,12645543,,,,,,,,,12645891,,,,12649517,12644963,,,12649824,12645561,,,,,,,12682052,12641053,12635988,
12649683,12646343,,,,,,,,,12650128,12645546,,,,,,,,,12645893,,,,12649517,12644963,,,12649826,12645566,,,,,,,,12641053,12635993,
12649691,12646366,,,,,,,,,12650138,12645566,,,,,,,,,12645893,,,,12649522,12644968,,,12649826,12645566,,,,,,,,12641058,12635998,
12649693,12646366,,,,,,,,,12650143,12645566,,,,,,,,,12645898,,,,12649535,12644968,,,12649844,12645579,,,,,,,,12641058,12635998,
12649706,12646366,,,,,,,,,12650148,12645566,,,,,,,,,12645906,,,,12649535,12644971,,,12649847,12645584,,,,,,,,12641058,12636001,
12649709,12646371,,,,,,,,,12650161,12645566,,,,,,,,,12645906,,,,12649540,12644981,,,12649852,12645589,,,,,,,,12641066,12636001,
12649711,12646384,,,,,,,,,12650161,12645566,,,,,,,,,12645914,,,,12649563,12644986,,,12649857,12645607,,,,,,,,12641066,12636008,
12649714,12646384,,,,,,,,,12650161,12645569,,,,,,,,,12645919,,,,12649578,12644994,,,12649862,12645607,,,,,,,,12641071,12636011,
12649724,12646384,,,,,,,,,12650169,12645574,,,,,,,,,12645924,,,,12649581,12644996,,,12649862,12645607,,,,,,,,12641076,12636011,
12649724,12646389,,,,,,,,,12650184,12645584,,,,,,,,,12645924,,,,12649586,12644996,,,12649872,12645617,,,,,,,,12641076,12636016,
12649729,12646394,,,,,,,,,12650184,12645584,,,,,,,,,12645929,,,,12649591,12645004,,,12649885,12645625,,,,,,,,12641076,12636016,
12649734,12646399,,,,,,,,,12650184,12645594,,,,,,,,,12645929,,,,12649591,12645014,,,12649890,12645625,,,,,,,,12641076,12636016,
12649739,12646399,,,,,,,,,12650184,12645602,,,,,,,,,12645929,,,,12649599,12645037,,,12649895,12645630,,,,,,,,12641081,12636021,
12649752,12646412,,,,,,,,,12650184,12645607,,,,,,,,,12645939,,,,12649609,12645070,,,12649895,12645635,,,,,,,,12641086,12636021,
12649752,12646412,,,,,,,,,12650189,12645607,,,,,,,,,12645942,,,,12649609,12645078,,,12649900,12645638,,,,,,,,12641086,12636021,
12649755,12646417,,,,,,,,,12650192,12645625,,,,,,,,,12645944,,,,12649617,12645083,,,12649903,12645638,,,,,,,,12641086,12636021,
12649762,12646420,,,,,,,,,12650192,12645630,,,,,,,,,12645957,,,,12649624,12645083,,,12649903,12645640,,,,,,,,12641089,12636026,
12649765,12646430,,,,,,,,,12650194,12645630,,,,,,,,,12645962,,,,12649632,12645101,,,12649916,12645645,,,,,,,,12641089,12636034,
12649770,12646435,,,,,,,,,12650194,12645630,,,,,,,,,12645962,,,,12649637,12645124,,,12649926,12645648,,,,,,,,12641094,12636039,
12649770,12646435,,,,,,,,,12650199,12645638,,,,,,,,,12645967,,,,12649673,12645124,,,12649926,12645648,,,,,,,,12641104,12636039,
12649775,12646435,,,,,,,,,12650202,12645640,,,,,,,,,12645970,,,,12649678,12645129,,,12649941,12645653,,,,,,,,12641109,12636039,
12649780,12646445,,,,,,,,,12650207,12645648,,,,,,,,,12645985,,,,12649686,12645132,,,12649944,12645653,,,,,,,,12641109,12636039,
12649785,12646448,,,,,,,,,12650235,12645648,,,,,,,,,12645985,,,,12649691,12645134,,,12649954,12645671,,,,,,,,12641112,12636039,
12649788,12646453,,,,,,,,,12650238,12645666,,,,,,,,,12645985,,,,12649701,12645139,,,12649954,12645676,,,,,,,,12641114,12636039,
12649793,12646453,,,,,,,,,12650240,12645666,,,,,,,,,12645988,,,,12649706,12645147,,,12649967,12645681,,,,,,,,12641122,12636047,
12649803,12646458,,,,,,,,,12650248,12645671,,,,,,,,,12646011,,,,12649714,12645157,,,12649967,12645681,,,,,,,,12641122,12636054,
12649816,12646486,,,,,,,,,12650248,12645676,,,,,,,,,12646011,,,,12649719,12645165,,,12649972,12645681,,,,,,,,12641122,12636057,
12649821,12646494,,,,,,,,,12650263,12645684,,,,,,,,,12646016,,,,12649719,12645180,,,12649972,12645689,,,,,,,,12641122,12636057,
12649824,12646509,,,,,,,,,12650266,12645689,,,,,,,,,12646021,,,,12649729,12645188,,,12649977,12645691,,,,,,,,12641127,12636057,
12649826,12646509,,,,,,,,,12650271,12645694,,,,,,,,,12646044,,,,12649742,12645193,,,12649982,12645699,,,,,,,,12641127,12636062,
12649829,12646512,,,,,,,,,12650271,12645699,,,,,,,,,12646049,,,,12649747,12645198,,,12649982,12645709,,,,,,,,12641130,12636067,
12649829,12646514,,,,,,,,,12650271,12645699,,,,,,,,,12646049,,,,12649760,12645211,,,12650000,12645712,,,,,,,,12641137,12636075,
12649829,12646517,,,,,,,,,12650271,12645709,,,,,,,,,12646052,,,,12649762,12645229,,,12650000,12645717,,,,,,,,12641137,12636077,
12649834,12646532,,,,,,,,,12650276,12645712,,,,,,,,,12646054,,,,12649765,12645239,,,12650005,12645722,,,,,,,,12641140,12636080,
12649839,12646535,,,,,,,,,12650276,12645722,,,,,,,,,12646062,,,,12649770,12645254,,,12650008,12645727,,,,,,,,12641145,12636085,
12649844,12646540,,,,,,,,,12650281,12645727,,,,,,,,,12646062,,,,12649775,12645257,,,12650023,12645750,,,,,,,,12641145,12636085,
12649844,12646542,,,,,,,,,12650291,12645737,,,,,,,,,12646075,,,,12649775,12645275,,,12650023,12645753,,,,,,,,12641153,12636085,
12649847,12646560,,,,,,,,,12650299,12645750,,,,,,,,,12646082,,,,12649798,12645285,,,12650031,12645758,,,,,,,,12641158,12636085,
12649849,12646568,,,,,,,,,12650299,12645758,,,,,,,,,12646090,,,,12649816,12645285,,,12650033,12645763,,,,,,,,12641163,12636090,
12649849,12646568,,,,,,,,,12650304,12645758,,,,,,,,,12646095,,,,12649821,12645300,,,12650038,12645763,,,,,,,,12641163,12636090,
12649857,12646573,,,,,,,,,12650312,12645768,,,,,,,,,12646095,,,,12649834,12645303,,,12650046,12645768,,,,,,,,12641163,12636093,
12649857,12646573,,,,,,,,,12650317,12645768,,,,,,,,,12646095,,,,12649852,12645313,,,12650051,12645773,,,,,,,,12641168,12636098,
12649862,12646581,,,,,,,,,12650317,12645773,,,,,,,,,12646113,,,,12649857,12645323,,,12650051,12645778,,,,,,,,12641168,12636103,
12649867,12646591,,,,,,,,,12650322,12645776,,,,,,,,,12646126,,,,12649862,12645326,,,12650059,12645781,,,,,,,,12641168,12636103,
12649877,12646591,,,,,,,,,12650322,12645778,,,,,,,,,12646136,,,,12649862,12645326,,,12650061,12645786,,,,,,,,12641173,12636103,
12649885,12646596,,,,,,,,,12650327,12645781,,,,,,,,,12646141,,,,12649867,12645331,,,12650077,12645791,,,,,,,,12641178,12636103,
12649893,12646596,,,,,,,,,12650340,12645796,,,,,,,,,12646149,,,,12649880,12645331,,,12650082,12645791,,,,,,,,12641183,12636108,
12649893,12646596,,,,,,,,,12650340,12645801,,,,,,,,,12646159,,,,12649880,12645331,,,12650084,12645796,,,,,,,,12641183,12636108,
