0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1920},0-BINSEARCH[56](1935){1984},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1568},0-BINSEARCH[56](1935){1680},0-BINSEARCH[56](1935){1736},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792}
14146914,14146388,14154169,14152493,14142176,14163101,14160701,14160323,14145861,14154177,14152805,14166446,14188761,14254176,14182482,14220887,14212633,14147277,14157880,14155225,,14169073,
14146917,14146393,14154379,14152493,14142186,14163295,14160719,14160341,14145861,14154182,14152807,14166753,14188935,14254365,14183461,14221038,14212763,14147282,14157890,14155235,,14169255,
14146917,14146416,14154384,14152511,14142189,14163418,14160722,14160410,14145864,14154190,14152810,14167149,14189267,14254669,14183492,14221713,14213019,14147287,14157890,14155243,,14169960,
14146942,14146436,14154392,14152516,14142209,14163543,14160765,14160456,14145866,14154190,14152810,14167320,14189270,14254935,14184688,14221848,14213269,14147290,14157893,14155245,,14170489,
14146960,14146439,14154399,14152544,14142222,14163668,14160793,14160456,14145874,14154190,14152812,14167325,14189541,14255786,14184818,14221876,14213527,14147295,14157931,14155266,,14170530,
14146965,14146449,14154402,14152559,14142230,14164458,14160901,14160456,14145874,14154218,14152820,14167366,14190637,14256509,14184892,14221999,14214373,14147305,14157944,14155276,,14170668,
14146970,14146513,14154471,14152585,14142230,14164481,14160916,14160461,14145879,14154218,14152825,14167599,14190688,14256535,14185030,14221999,14214437,14147308,14157985,14155286,,14170934,
14146973,14146513,14154471,14152621,14142255,14164734,14160921,14160530,14145887,14154223,14152838,14168174,14190724,14257033,14187195,14222344,14215158,14147315,14157990,14155291,,14171233,
14146973,14146513,14154550,14152623,14142263,14165815,14160926,14160571,14145889,14154228,14152856,14168396,14190821,14257230,14187481,14222497,14215523,14147315,14157995,14155304,,14172186,
14146973,14146551,14154599,14152626,14142268,14165966,14160954,14160653,14145892,14154241,14152871,14168552,14191368,14257493,14187545,14222612,14215610,14147323,14158003,14155319,,14172245,
14146978,14146574,14154609,14152628,14142276,14165971,14161108,14160691,14145892,14154256,14152881,14168879,14191511,14257963,14187688,14222717,14216034,14147323,14158013,14155332,,14173865,
14146978,14146592,14154614,14152631,14142276,14166045,14161215,14160737,14145897,14154269,14152884,14169137,14192002,14258398,14187941,14222883,14216052,14147341,14158036,14155340,,14173947,
14146996,14146620,14154637,14152636,14142276,14166055,14161228,14160745,14145897,14154269,14152897,14169421,14192252,14258495,14187954,14222891,14216295,14147341,14158056,14155350,,14174509,
14147001,14146628,14154650,14152659,14142281,14166137,14161366,14160865,14145897,14154287,14152899,14170581,14192679,14259655,14188084,14224419,14216305,14147341,14158100,14155355,,14174532,
14147001,14146664,14154729,14152664,14142291,14166285,14161386,14160903,14145902,14154297,14152907,14170724,14193190,14259757,14188166,14224682,14216379,14147346,14158125,14155378,,14174683,
14147006,14146702,14154826,14152667,14142296,14166541,14161394,14160939,14145902,14154310,14152912,14171767,14193241,14259949,14188493,14224769,14216622,14147356,14158138,14155388,,14174800,
14147006,14146715,14154844,14152677,14142296,14166965,14161478,14161169,14145915,14154315,14152917,14171813,14193982,14260171,14188562,14224889,14216704,14147359,14158194,14155396,,14174813,
14147009,14146715,14154867,14152690,14142304,14167162,14161537,14161174,14145920,14154320,14152922,14171966,14194128,14261564,14188884,14225063,14217090,14147361,14158212,14155406,,14174818,
14147011,14146720,14154995,14152692,14142304,14167356,14161611,14161233,14145920,14154323,14152940,14172094,14195089,14261978,14189032,14225252,14217488,14147364,14158233,14155406,,14175217,
14147011,14146748,14155000,14152692,14142309,14167563,14161639,14161312,14145920,14154328,14152940,14172334,14195426,14262106,14190062,14225615,14217496,14147369,14158276,14155414,,14175230,
14147011,14146753,14155015,14152700,14142314,14167627,14161698,14161496,14145925,14154338,14152948,14172705,14195871,14262277,14191197,14225738,14217634,14147369,14158281,14155419,,14175370,
14147014,14146771,14155038,14152705,14142314,14167660,14161846,14161509,14145928,14154338,14152953,14173073,14196175,14262400,14191299,14225781,14218702,14147369,14158284,14155419,,14175774,
14147024,14146781,14155038,14152728,14142319,14167944,14161882,14161519,14145930,14154338,14152958,14173119,14196827,14262888,14191332,14225909,14218891,14147379,14158299,14155419,,14175782,
14147029,14146794,14155286,14152751,14142322,14168299,14161918,14161621,14145930,14154348,14152958,14173203,14197297,14263363,14191363,14226121,14219065,14147387,14158299,14155437,,14176037,
14147034,14146804,14155358,14152751,14142324,14168897,14161961,14161734,14145933,14154374,14152968,14173515,14197312,14263409,14191608,14226356,14219395,14147387,14158312,14155437,,14176551,
14147039,14146804,14155401,14152756,14142327,14169058,14162033,14161762,14145935,14154384,14152973,14174785,14197315,14263422,14191920,14226737,14219474,14147387,14158330,14155447,,14176620,
14147065,14146812,14155419,14152759,14142332,14169651,14162061,14161841,14145948,14154392,14152986,14174979,14198398,14263601,14192577,14226857,14219791,14147392,14158381,14155470,,14177039,
14147065,14146822,14155429,14152769,14142337,14169738,14162061,14161864,14145951,14154397,14152994,14175015,14198419,14263856,14192855,14226903,14219873,14147392,14158391,14155473,,14177103,
14147070,14146822,14155475,14152784,14142342,14169748,14162148,14161882,14145956,14154407,14153019,14175332,14199377,14263895,14193190,14227051,14219944,14147397,14158391,14155478,,14177517,
14147080,14146822,14155516,14152792,14142347,14170323,14162204,14162214,14145956,14154415,14153032,14175396,14199472,14264393,14193246,14227171,14220233,14147397,14158432,14155478,,14177642,
14147080,14146827,14155552,14152833,14142355,14170474,14162217,14162227,14145961,14154425,14153037,14175414,14199707,14265208,14193461,14227312,14220371,14147407,14158455,14155488,,14178419,
14147088,14146881,14155588,14152838,14142355,14170691,14162227,14162380,14145966,14154430,14153040,14175580,14200471,14265502,14193484,14227363,14220402,14147410,14158455,14155498,,14178516,
14147093,14146881,14155667,14152838,14142360,14170770,14162319,14162449,14145966,14154453,14153045,14176267,14200624,14265806,14193852,14227542,14220596,14147415,14158465,14155511,,14178649,
14147098,14146891,14155723,14152843,14142370,14171560,14162337,14162462,14145979,14154461,14153060,14176334,14200757,14266128,14193967,14227782,14220680,14147415,14158488,14155511,,14178894,
14147103,14146896,14155787,14152858,14142378,14171864,14162347,14162577,14145979,14154463,14153063,14176344,14201915,14266164,14194381,14228132,14220790,14147428,14158496,14155511,,14178897,
14147106,14146909,14155856,14152884,14142378,14172385,14162457,14162743,14145979,14154471,14153065,14176952,14202073,14266256,14194463,14228513,14220895,14147428,14158501,14155539,,14179124,
14147111,14146970,14156002,14152889,14142378,14172623,14162493,14162825,14145984,14154471,14153068,14177338,14202196,,14195043,14228546,14221378,14147438,14158514,14155542,,14180246,
14147111,14147014,14156040,14152902,14142383,14173226,14162508,14162840,14145984,14154476,14153068,14177471,14202556,,14196374,14229060,14221917,14147438,14158593,14155575,,14180668,
14147111,14147037,14156188,14152912,14142391,14173842,14162559,14162907,14145984,14154476,14153081,14177790,14202899,,14196387,14229190,14221968,14147438,14158616,14155575,,14180801,
14147121,14147047,14156252,14152917,14142396,14174749,14162590,14162927,14145989,14154481,14153086,14177867,14203083,,14196538,14229561,14222584,14147438,14158631,14155595,,14181690,
14147134,14147060,14156262,14152917,14142396,14175378,14162608,14163211,14145989,14154481,14153109,14179403,14203236,,14196584,14229893,14223471,14147443,14158634,14155608,,14182186,
14147139,14147065,14156275,14152945,14142401,14175488,14162636,14163413,14145999,14154494,14153114,14179656,14203341,,14196883,14230054,14224567,14147446,14158647,14155621,,14182316,
14147144,14147093,14156316,14152948,14142406,14175838,14162843,14164210,14145999,14154509,14153124,14179666,14203627,,14197182,14231007,14224703,14147453,14158690,14155626,,14182462,
14147152,14147098,14156357,14152994,14142411,14175907,14162935,14164749,14146002,14154509,14153124,14180701,14203760,,14197703,14231112,14225206,14147456,14158716,14155626,,14182646,
14147152,14147103,14156367,14153009,14142411,14176308,14162963,14165148,14146004,14154514,14153127,14180857,14203829,,14198102,14231332,14225390,14147461,14158721,14155639,,14183096,
14147162,14147106,14156528,14153012,14142414,14176326,14163592,14165245,14146012,14154527,14153127,14180941,14204409,,14198250,14231999,14225904,14147461,14158739,14155644,,14183167,
14147167,14147131,14156561,14153014,14142424,14176520,14163786,14165286,14146017,14154527,14153137,14181220,14205459,,14198296,14232257,14226305,14147466,14158741,14155644,,14183773,
14147185,14147131,14156592,14153073,14142432,14176730,14163860,14165319,14146022,14154540,14153142,14181749,14206096,,14198383,14232477,14227910,14147466,14158767,14155649,,14184601,
14147185,14147139,14156597,14153081,14142434,14176985,14163898,14165411,14146022,14154555,14153160,14181800,14206816,,14198424,14232620,14228472,14147469,14158841,14155649,,14185347,
14147218,14147139,14156602,14153109,14142434,14177489,14163980,14165823,14146025,14154558,14153170,14182038,14207092,,14198649,14232689,14228817,14147476,14158846,14155657,,14185378,
14147221,14147139,14156707,14153147,14142447,14177977,14164100,14166308,14146030,14154558,14153175,14182247,14207882,,14198953,14232878,14229060,14147479,14158851,14155664,,14185636,
14147231,14147144,14156789,14153147,14142447,14178442,14164159,14167366,14146035,14154568,14153193,14182398,14207910,,14199502,14232929,14229277,14147484,14158884,14155677,,14185761,
14147231,14147226,14156799,14153165,14142447,14178511,14164238,14167420,14146035,14154578,14153198,14182590,14208120,,14200811,14234452,14229888,14147484,14158902,14155695,,14185774,
14147231,14147226,14156929,14153203,14142452,14178843,14164269,14167484,14146035,14154583,14153211,14182868,14208140,,14201010,14234511,14230238,14147484,14158905,14155695,,14185871,
14147236,14147254,14157134,14153211,14142460,14179247,14164458,14167714,14146035,14154604,14153224,14183065,14208145,,14201478,14234534,14230358,14147494,14158915,14155695,,14186229,
14147246,14147285,14157139,14153216,14142480,14180466,14164517,14168018,14146035,14154606,14153239,14183116,14208378,,14201501,14235891,14231812,14147497,14159012,14155700,,14186372,
14147246,14147300,14157231,14153229,14142488,14180568,14164849,14168276,14146040,14154614,14153244,14183295,14208401,,14202076,14235965,14232617,14147517,14159053,14155710,,14186446,
14147259,14147315,14157241,14153234,14142493,14180711,14165087,14168897,14146043,14154624,14153252,14183400,14208490,,14202375,14236241,14232814,14147517,14159053,14155713,,14186819,
14147262,14147384,14157249,14153244,14142493,14180875,14165189,14169196,14146043,14154627,14153262,14183604,14209965,,14203108,14236272,14232967,14147525,14159063,14155723,,14187021,
14147264,14147387,14157282,14153252,14142498,14180875,14165232,14169781,14146050,14154637,14153262,14183676,14210504,,14204064,14236568,14233325,14147525,14159089,14155736,,14188424,
14147272,14147392,14157343,14153257,14142506,14181330,14165355,14170019,14146058,14154650,14153270,14184537,14211074,,14204340,14236660,14233361,14147525,14159099,14155741,,14189413,
14147277,14147415,14157369,14153270,14142508,14181708,14165378,14170098,14146076,14154655,14153285,14184790,14212045,,14204401,14236714,14233527,14147530,14159140,14155756,,14189722,
14147282,14147428,14157379,14153272,14142511,14182053,14165447,14170157,14146081,14154655,14153290,14185480,14212349,,14204524,14236926,14233780,14147540,14159160,14155759,,14189878,
14147282,14147443,14157678,14153290,14142521,14182232,14165562,14170331,14146081,14154660,14153298,14185817,14212633,,14205436,14237041,14235211,14147540,14159204,14155787,,14189955,
14147295,14147456,14157696,14153290,14142521,14182669,14165787,14171059,14146081,14154660,14153308,14185886,14212758,,14205868,14237169,14235418,14147543,14159209,14155787,,14190093,
14147295,14147484,14157829,14153295,14142534,14183678,14165833,14171330,14146099,14154660,14153313,14185904,14212960,,14206796,14237437,14235523,14147566,14159250,14155815,,14190558,
14147300,14147489,14157857,14153303,14142534,14183719,14165902,14171951,14146099,14154673,14153331,14185940,14214000,,14206975,14237746,14235589,14147571,14159265,14155838,,14190668,
14147318,14147492,14157962,14153316,14142544,14183732,14166014,14171974,14146099,14154675,14153336,14186088,14214235,,14207021,14238155,14235725,14147581,14159273,14155841,,14190701,
14147318,14147517,14158243,14153326,14142544,14184000,14166142,14172020,14146114,14154688,14153354,14187624,14214539,,14207123,14238219,14236315,14147581,14159375,14155846,,14191179,
14147323,14147530,14158294,14153336,14142544,14184077,14166165,14172380,14146114,14154691,14153362,14187752,14214608,,14208089,14239453,14236351,14147594,14159421,14155856,,14191672,
14147323,14147540,14158639,14153354,14142544,14184233,14166362,14172388,14146119,14154701,14153390,14188217,14215035,,14208498,14240266,14236637,14147599,14159454,14155856,,14192022,
14147333,14147563,14158744,14153372,14142544,14184427,14166477,14172444,14146122,14154706,14153395,14189091,14215960,,14208779,14240570,14236757,14147599,14159462,14155861,,14192183,
14147341,14147566,14158749,14153372,14142570,14184800,14166804,14172503,14146127,14154706,14153400,14189449,14216149,,14208996,14241043,14236985,14147599,14159500,14155884,,14192247,
14147351,14147586,14158846,14153413,14142572,14185076,14166909,14173083,14146127,14154706,14153436,14189510,14216249,,14209078,14241454,14237051,14147604,14159669,14155897,,14192628,
14147351,14147586,14159053,14153426,14142590,14185250,14166924,14173170,14146127,14154706,14153436,14190065,14217008,,14209175,14241462,14237125,14147604,14159720,14155920,,14192955,
14147356,14147622,14159186,14153428,14142590,14185549,14166937,14173295,14146132,14154711,14153446,14190103,14217202,,14209801,14241674,14237399,14147609,14159756,14155930,,14193039,
14147369,14147645,14159204,14153428,14142600,14185876,14166983,14174425,14146140,14154711,14153446,14190903,14218531,,14210003,14241922,14237772,14147617,14159771,14155938,,14193267,
14147374,14147645,14159444,14153441,14142613,14186433,14167228,14174739,14146142,14154714,14153451,14191230,14218539,,14210123,14242244,14237879,14147627,14159830,14155938,,14193663,
14147397,14147663,14159485,14153469,14142626,14186487,14167407,14175337,14146142,14154729,14153454,14191427,14218651,,14210233,14242277,14237920,14147632,14159853,14155943,,14193773,
