0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1},0-BINSEARCH[56](2042){4095},0-BINSEARCH[56](2042){2048},0-BINSEARCH[56](2042){1792},0-BINSEARCH[56](2042){1920},0-BINSEARCH[56](2042){1856},0-BINSEARCH[56](2042){1888},0-BINSEARCH[56](2042){1904},0-BINSEARCH[56](2042){1896},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1892},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1894},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1895},0-BINSEARCH[56](2042){1894}
14158910,14155769,14156845,14159789,14159812,14160543,14155815,14149168,14160106,14151105,14161067,14161757,14150783,14151680,14158092,14161064,14157842,14160487,14153561,14151744,14150114
14158910,14155777,14156850,14159789,14159812,14160561,14155815,14149173,14160106,14151113,14161085,14161762,14150783,14151693,14158118,14161067,14157857,14160515,14153574,14151780,14150119
14158915,14155792,14156850,14159794,14159812,14160566,14155823,14149186,14160119,14151113,14161085,14161780,14150788,14151698,14158120,14161072,14157880,14160525,14153579,14151780,14150129
14158915,14155795,14156850,14159802,14159817,14160571,14155833,14149191,14160134,14151126,14161100,14161790,14150801,14151716,14158128,14161087,14157890,14160525,14153584,14151808,14150157
14158925,14155800,14156873,14159807,14159840,14160571,14155843,14149196,14160149,14151141,14161110,14161795,14150801,14151716,14158133,14161092,14157895,14160535,14153592,14151831,14150175
14158925,14155815,14156878,14159807,14159845,14160576,14155869,14149199,14160152,14151169,14161110,14161800,14150806,14151757,14158166,14161095,14157908,14160538,14153607,14151839,14150180
14158933,14155825,14156891,14159807,14159881,14160581,14155869,14149227,14160185,14151174,14161110,14161803,14150824,14151790,14158171,14161100,14157913,14160540,14153643,14151841,14150226
14158966,14155833,14156932,14159817,14159886,14160586,14155874,14149237,14160195,14151197,14161131,14161823,14150829,14151793,14158174,14161123,14157916,14160553,14153653,14151854,14150226
14158969,14155838,14156942,14159835,14159914,14160586,14155879,14149237,14160198,14151200,14161156,14161836,14150847,14151826,14158184,14161146,14157916,14160584,14153653,14151864,14150231
14158979,14155856,14156947,14159840,14159919,14160594,14155912,14149255,14160198,14151215,14161164,14161841,14150850,14151831,14158197,14161164,14157916,14160586,14153658,14151864,14150236
14158984,14155897,14156950,14159840,14159922,14160607,14155935,14149273,14160198,14151228,14161169,14161859,14150852,14151844,14158197,14161174,14157921,14160589,14153666,14151869,14150254
14158984,14155902,14156952,14159848,14159927,14160617,14155940,14149278,14160198,14151228,14161174,14161864,14150852,14151854,14158212,14161174,14157921,14160617,14153671,14151872,14150262
14158989,14155907,14156955,14159848,14159932,14160640,14155943,14149278,14160216,14151238,14161177,14161864,14150865,14151859,14158220,14161192,14157921,14160617,14153676,14151882,14150267
14158997,14155907,14156955,14159853,14159945,14160640,14155948,14149334,14160218,14151246,14161184,14161864,14150883,14151859,14158225,14161202,14157921,14160627,14153681,14151895,14150267
14158999,14155915,14156970,14159868,14159945,14160640,14155948,14149342,14160221,14151261,14161187,14161869,14150901,14151887,14158225,14161215,14157931,14160630,14153684,14151918,14150290
14159002,14155917,14156983,14159871,14159955,14160650,14155948,14149352,14160234,14151271,14161197,14161874,14150921,14151887,14158225,14161225,14157944,14160640,14153684,14151951,14150303
14159030,14155925,14157001,14159871,14159968,14160650,14155953,14149357,14160254,14151274,14161210,14161877,14150929,14151890,14158230,14161225,14157949,14160640,14153709,14151951,14150303
14159035,14155930,14157014,14159876,14159973,14160653,14155953,14149360,14160267,14151294,14161215,14161882,14150947,14151905,14158230,14161243,14157949,14160645,14153712,14151974,14150336
14159040,14155940,14157029,14159881,14159996,14160658,14155958,14149365,14160272,14151297,14161223,14161900,14150952,14151908,14158235,14161246,14157957,14160650,14153712,14151982,14150336
14159053,14155948,14157029,14159891,14159996,14160663,14155958,14149370,14160280,14151312,14161230,14161900,14150962,14151910,14158238,14161251,14157957,14160658,14153730,14151987,14150336
14159053,14155953,14157042,14159909,14160006,14160668,14155971,14149370,14160282,14151325,14161238,14161933,14150967,14151918,14158253,14161251,14157957,14160668,14153732,14152010,14150359
14159061,14155966,14157052,14159909,14160009,14160686,14155981,14149370,14160308,14151343,14161238,14161941,14150970,14151933,14158261,14161261,14157985,14160681,14153740,14152010,14150369
14159071,14155966,14157052,14159912,14160014,14160696,14155994,14149398,14160308,14151348,14161251,14161956,14150975,14151941,14158266,14161261,14157990,14160686,14153755,14152015,14150415
14159076,14155979,14157060,14159919,14160037,14160699,14155999,14149424,14160318,14151348,14161256,14161956,14150980,14151941,14158271,14161261,14158000,14160691,14153773,14152015,14150461
14159081,14155981,14157075,14159922,14160042,14160709,14155999,14149490,14160318,14151353,14161266,14161966,14150985,14151959,14158276,14161261,14158013,14160714,14153776,14152020,14150466
14159099,14155984,14157116,14159932,14160060,14160709,14155999,14149498,14160333,14151363,14161271,14161974,14150985,14151969,14158279,14161271,14158018,14160719,14153786,14152025,14150479
14159099,14155994,14157121,14159942,14160065,14160719,14156004,14149498,14160336,14151376,14161279,14161989,14150988,14151987,14158286,14161279,14158023,14160719,14153791,14152048,14150479
14159104,14155994,14157129,14159960,14160065,14160722,14156004,14149503,14160359,14151381,14161294,14161992,14150990,14151987,14158307,14161279,14158036,14160727,14153791,14152056,14150479
14159117,14156012,14157167,14159968,14160075,14160724,14156012,14149526,14160364,14151402,14161294,14161992,14150990,14151997,14158309,14161297,14158041,14160755,14153796,14152071,14150479
14159117,14156017,14157185,14159981,14160083,14160740,14156017,14149531,14160369,14151409,14161297,14162002,14151008,14152005,14158312,14161302,14158046,14160768,14153799,14152079,14150484
14159122,14156022,14157190,14159983,14160083,14160745,14156027,14149544,14160382,14151417,14161302,14162020,14151026,14152010,14158317,14161307,14158059,14160773,14153801,14152084,14150487
14159122,14156045,14157195,14159996,14160088,14160760,14156030,14149554,14160382,14151417,14161312,14162020,14151049,14152010,14158322,14161330,14158064,14160778,14153809,14152107,14150489
14159130,14156045,14157208,14160001,14160101,14160770,14156040,14149567,14160382,14151427,14161325,14162025,14151049,14152023,14158325,14161330,14158077,14160801,14153809,14152112,14150489
14159140,14156053,14157236,14160001,14160106,14160778,14156045,14149567,14160410,14151440,14161325,14162025,14151057,14152033,14158325,14161330,14158079,14160809,14153819,14152112,14150507
14159145,14156053,14157264,14160001,14160111,14160793,14156053,14149590,14160425,14151463,14161330,14162030,14151064,14152046,14158335,14161335,14158087,14160811,14153832,14152112,14150510
14159150,14156055,14157328,14160006,14160116,14160806,14156071,14149618,14160428,14151463,14161335,14162053,14151072,14152089,14158340,14161340,14158110,14160816,14153842,14152122,14150510
14159153,14156063,14157328,14160009,14160116,14160811,14156099,14149623,14160438,14151473,14161335,14162053,14151095,14152112,14158340,14161363,14158110,14160819,14153850,14152125,14150515
14159163,14156073,14157351,14160014,14160121,14160814,14156104,14149623,14160443,14151481,14161340,14162066,14151108,14152112,14158340,14161366,14158110,14160824,14153850,14152125,14150525
14159163,14156073,14157356,14160019,14160121,14160814,14156122,14149631,14160456,14151486,14161363,14162066,14151118,14152120,14158345,14161366,14158115,14160839,14153855,14152135,14150525
14159168,14156094,14157364,14160019,14160144,14160819,14156132,14149656,14160464,14151491,14161368,14162084,14151126,14152135,14158350,14161371,14158133,14160855,14153855,14152138,14150530
14159178,14156104,14157382,14160027,14160144,14160824,14156140,14149659,14160464,14151496,14161376,14162089,14151128,14152153,14158368,14161381,14158148,14160860,14153873,14152143,14150530
14159186,14156109,14157387,14160037,14160144,14160824,14156145,14149664,14160466,14151499,14161376,14162107,14151141,14152158,14158376,14161381,14158151,14160865,14153878,14152148,14150533
14159196,14156114,14157387,14160047,14160144,14160824,14156145,14149669,14160466,14151501,14161381,14162117,14151141,14152161,14158376,14161391,14158156,14160875,14153883,14152153,14150538
14159214,14156132,14157392,14160060,14160157,14160842,14156150,14149679,14160489,14151509,14161394,14162117,14151146,14152161,14158378,14161394,14158161,14160880,14153888,14152181,14150553
14159222,14156137,14157397,14160065,14160157,14160847,14156150,14149679,14160494,14151517,14161412,14162125,14151154,14152171,14158391,14161409,14158174,14160888,14153906,14152181,14150579
14159229,14156168,14157415,14160065,14160167,14160852,14156160,14149692,14160497,14151517,14161417,14162148,14151182,14152176,14158409,14161422,14158174,14160893,14153914,14152199,14150584
14159242,14156193,14157420,14160111,14160175,14160852,14156168,14149692,14160512,14151522,14161422,14162158,14151210,14152181,14158414,14161422,14158202,14160893,14153916,14152217,14150589
14159247,14156196,14157425,14160116,14160180,14160855,14156168,14149697,14160520,14151527,14161427,14162158,14151220,14152181,14158427,14161427,14158207,14160893,14153919,14152222,14150589
14159250,14156201,14157428,14160116,14160180,14160857,14156178,14149705,14160525,14151532,14161430,14162166,14151220,14152191,14158432,14161427,14158212,14160916,14153924,14152227,14150589
14159250,14156206,14157443,14160139,14160180,14160857,14156178,14149710,14160530,14151532,14161463,14162168,14151223,14152222,14158437,14161435,14158215,14160916,14153924,14152240,14150602
14159250,14156224,14157443,14160139,14160190,14160857,14156183,14149715,14160530,14151565,14161476,14162199,14151223,14152235,14158437,14161435,14158217,14160916,14153955,14152273,14150612
14159255,14156229,14157443,14160139,14160203,14160862,14156191,14149715,14160535,14151565,14161486,14162217,14151228,14152240,14158440,14161450,14158225,14160916,14153960,14152273,14150620
14159268,14156232,14157458,14160144,14160203,14160865,14156191,14149771,14160538,14151565,14161491,14162222,14151241,14152250,14158442,14161455,14158235,14160921,14153970,14152278,14150622
14159268,14156242,14157471,14160144,14160226,14160870,14156206,14149779,14160543,14151573,14161499,14162227,14151256,14152258,14158445,14161458,14158235,14160939,14153970,14152283,14150625
14159278,14156247,14157474,14160152,14160239,14160870,14156219,14149807,14160553,14151573,14161504,14162232,14151279,14152263,14158478,14161458,14158238,14160977,14153975,14152286,14150630
14159288,14156252,14157484,14160157,14160244,14160875,14156229,14149807,14160566,14151578,14161509,14162245,14151284,14152276,14158488,14161468,14158248,14160985,14153980,14152291,14150630
14159296,14156252,14157489,14160185,14160259,14160878,14156239,14149830,14160566,14151596,14161514,14162250,14151289,14152281,14158488,14161468,14158253,14160990,14153980,14152296,14150635
14159298,14156260,14157494,14160216,14160262,14160883,14156247,14149848,14160571,14151601,14161522,14162273,14151302,14152281,14158491,14161468,14158253,14160990,14153983,14152301,14150681
14159301,14156265,14157494,14160221,14160267,14160883,14156247,14149863,14160571,14151609,14161524,14162288,14151302,14152324,14158493,14161473,14158266,14160993,14153983,14152304,14150681
14159301,14156270,14157517,14160231,14160272,14160883,14156252,14149871,14160576,14151614,14161532,14162319,14151302,14152324,14158501,14161473,14158271,14160995,14153998,14152337,14150691
14159306,14156278,14157525,14160249,14160282,14160898,14156252,14149876,14160576,14151619,14161542,14162350,14151338,14152329,14158511,14161476,14158271,14161008,14154011,14152350,14150696
14159314,14156280,14157540,14160259,14160285,14160921,14156252,14149876,14160581,14151634,14161547,14162355,14151348,14152329,14158516,14161481,14158276,14161008,14154016,14152355,14150727
14159329,14156280,14157558,14160262,14160287,14160924,14156265,14149899,14160581,14151642,14161555,14162355,14151399,14152329,14158516,14161486,14158279,14161013,14154021,14152360,14150737
14159337,14156280,14157563,14160272,14160295,14160926,14156265,14149909,14160607,14151647,14161560,14162357,14151399,14152337,14158519,14161491,14158294,14161046,14154021,14152360,14150737
14159339,14156280,14157576,14160277,14160300,14160929,14156265,14149912,14160612,14151647,14161573,14162357,14151402,14152355,14158532,14161491,14158294,14161049,14154024,14152388,14150737
14159347,14156293,14157596,14160282,14160308,14160934,14156270,14149917,14160630,14151655,14161573,14162365,14151407,14152360,14158532,14161509,14158294,14161054,14154039,14152419,14150750
14159352,14156298,14157596,14160290,14160310,14160944,14156278,14149922,14160640,14151657,14161601,14162370,14151440,14152370,14158537,14161514,14158299,14161059,14154044,14152429,14150750
14159357,14156316,14157599,14160310,14160318,14160949,14156293,14149922,14160645,14151660,14161606,14162370,14151440,14152373,14158537,14161519,14158304,14161082,14154054,14152429,14150750
14159362,14156316,14157599,14160318,14160318,14160949,14156298,14149922,14160658,14151665,14161624,14162393,14151440,14152414,14158542,14161527,14158317,14161095,14154062,14152434,14150750
14159370,14156331,14157604,14160318,14160326,14160949,14156311,14149927,14160663,14151670,14161624,14162401,14151463,14152414,14158547,14161611,14158322,14161095,14154080,14152447,14150768
14159375,14156334,14157642,14160323,14160328,14160954,14156316,14149945,14160681,14151675,14161629,14162406,14151463,14152429,14158560,14161611,14158327,14161095,14154085,14152483,14150796
14159375,14156339,14157645,14160336,14160336,14160957,14156331,14149950,14160691,14151678,14161629,14162419,14151486,14152434,14158562,14161616,14158335,14161100,14154098,14152485,14150796
14159375,14156357,14157645,14160354,14160346,14160962,14156331,14149968,14160691,14151716,14161634,14162424,14151486,14152465,14158570,14161624,14158340,14161100,14154103,14152503,14150801
14159380,14156357,14157663,14160369,14160359,14160962,14156354,14149986,14160694,14151721,14161642,14162439,14151491,14152470,14158583,14161624,14158340,14161110,14154113,14152511,14150829
14159385,14156357,14157673,14160369,14160364,14160970,14156357,14149986,14160717,14151734,14161652,14162439,14151491,14152475,14158583,14161624,14158340,14161115,14154121,14152521,14150837
14159393,14156362,14157673,14160374,14160374,14160972,14156357,14149991,14160719,14151739,14161662,14162439,14151496,14152493,14158588,14161634,14158345,14161128,14154126,14152529,14150842
14159398,14156390,14157686,14160377,14160382,14160980,14156362,14149991,14160727,14151754,14161675,14162439,14151499,14152521,14158593,14161642,14158353,14161133,14154131,14152531,14150842
14159403,14156408,14157686,14160382,14160387,14160980,14156367,14150004,14160732,14151772,14161680,14162444,14151504,14152531,14158606,14161652,14158363,14161133,14154144,14152534,14150852
14159403,14156444,14157691,14160382,14160392,14160990,14156367,14150009,14160750,14151780,14161693,14162462,14151504,14152539,14158611,14161662,14158363,14161141,14154149,14152544,14150852
14159429,14156449,14157704,14160397,14160392,14160990,14156370,14150014,14160755,14151780,14161703,14162465,14151509,14152544,14158611,14161675,14158371,14161146,14154164,14152544,14150860
14159431,14156449,14157719,14160405,14160400,14160995,14156370,14150019,14160755,14151785,14161726,14162467,14151509,14152567,14158616,14161675,14158373,14161146,14154164,14152552,14150860
14159444,14156454,14157719,14160410,14160410,14161003,14156380,14150022,14160760,14151785,14161739,14162472,14151519,14152585,14158624,14161688,14158378,14161146,14154172,14152552,14150865
14159449,14156454,14157724,14160415,14160410,14161003,14156385,14150022,14160760,14151808,14161754,14162480,14151522,14152590,14158634,14161698,14158386,14161151,14154195,14152562,14150870
14159467,14156459,14157752,14160420,14160415,14161003,14156385,14150037,14160763,14151808,14161754,14162485,14151524,14152605,14158644,14161703,14158386,14161156,14154200,14152567,14150875
14159467,14156464,14157755,14160433,14160418,14161013,14156408,14150045,14160765,14151839,14161757,14162485,14151532,14152613,14158652,14161706,14158396,14161156,14154218,14152567,14150883
14159472,14156464,14157757,14160438,14160423,14161023,14156426,14150047,14160770,14151854,14161762,14162485,14151537,14152618,14158657,14161716,14158424,14161164,14154223,14152575,14150888
14159480,14156464,14157757,14160438,14160433,14161023,14156431,14150060,14160778,14151867,14161772,14162488,14151540,14152628,14158667,14161726,14158427,14161169,14154223,14152582,14150888
14159485,14156477,14157760,14160438,14160433,14161026,14156436,14150065,14160778,14151867,14161772,14162495,14151550,14152631,14158672,14161729,14158437,14161174,14154241,14152595,14150906
14159508,14156487,14157760,14160446,14160438,14161031,14156441,14150111,14160778,14151872,14161772,14162503,14151550,14152631,14158672,14161744,14158445,14161174,14154251,14152600,14150906
14159513,14156513,14157765,14160448,14160438,14161039,14156441,14150119,14160783,14151877,14161777,14162508,14151555,14152641,14158680,14161757,14158445,14161182,14154254,14152603,14150911
14159513,14156515,14157770,14160461,14160443,14161041,14156441,14150124,14160786,14151887,14161780,14162516,14151578,14152644,14158685,14161775,14158445,14161192,14154274,14152623,14150916
14159518,14156533,14157770,14160479,14160446,14161044,14156459,14150124,14160801,14151895,14161790,14162526,14151583,14152646,14158690,14161813,14158478,14161202,14154307,14152623,14150921
14159523,14156546,14157770,14160487,14160451,14161046,14156482,14150129,14160819,14151895,14161808,14162526,14151586,14152649,14158713,14161818,14158478,14161215,14154315,14152626,14150929
14159541,14156546,14157783,14160492,14160461,14161046,14156490,14150129,14160832,14151918,14161808,14162526,14151588,14152651,14158718,14161831,14158478,14161215,14154338,14152628,14150952
14159546,14156551,14157788,14160492,14160469,14161049,14156492,14150129,14160842,14151933,14161813,14162531,14151591,14152659,14158718,14161846,14158478,14161215,14154361,14152636,14150965
14159551,14156551,14157788,14160512,14160471,14161049,14156500,14150144,14160852,14151933,14161813,14162544,14151593,14152659,14158721,14161854,14158483,14161215,14154384,14152649,14150980
14159559,14156556,14157788,14160520,14160471,14161059,14156505,14150152,14160865,14151936,14161823,14162554,14151601,14152677,14158731,14161854,14158488,14161233,14154384,14152654,14150980
